mode,ts,az,el,az_actual,el_actual,az_enc,az_tgt,az_err,el_enc,el_tgt,el_err,wind,wind_thr,wind_raw,wind_v,imu_pitch,imu_roll,imu_yaw,imu_ax,imu_ay,imu_az,imu_el_diff,imu_el_alert,imu_enc_az,imu_vs_enc,imu_gx,imu_gy,imu_gz,lat,lon,gps_valid,gps_sats,gps_hdop,gps_age,gps_chars,rtc_h,rtc_m,rtc_s,rtc_d,rtc_mo,rtc_y,day_start,day_end,prox_az,prox_el,el_full,ishome,is_homing,night_park,wind_park_az,wind_park_el,wind_cool,imu_alarm,imu_ok,synced,step_az,step_el,tc_temp,tc_cj,tc_ok,tc_fault,ds_temp,ds_ok,night_done,moving_home,nudge_cnt,az_home_miss,el_home_miss,el_nudge_cnt,,
5/20/2026 13:21,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:22,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:23,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:24,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:25,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:26,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:27,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:28,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:29,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:30,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:31,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:32,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:33,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:34,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:35,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:46,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 14:23,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
